title,year,venue,doi,url,source,query,score
Suppression of performance degradation of reconfigurable robot by quantization error based on quantization error observer,2014,2014 CACS International Automatic Control Conference (CACS 2014),10.1109/cacs.2014.7097199,https://doi.org/10.1109/cacs.2014.7097199,crossref,tactile prediction error robot control,0.400
[D78] Tendon-driven testbed for haptic exploration and sensory event-driven grasp and manipulation,2014,2014 IEEE Haptics Symposium (HAPTICS),10.1109/haptics.2014.6775557,https://doi.org/10.1109/haptics.2014.6775557,crossref,haptic residuals contact detection manipulation,0.400
[D82] Haptic augmentation of touch panel with approaching velocity sensing and contact time prediction,2014,2014 IEEE Haptics Symposium (HAPTICS),10.1109/haptics.2014.6775561,https://doi.org/10.1109/haptics.2014.6775561,crossref,haptic residuals contact detection manipulation,0.400
A Handheld Device for the In Situ Acquisition of Multimodal Tactile Sensing Data,2015,arXiv,,,arxiv,unexpected contact robot tactile sensing,0.400
A Tactile-based Grasping Strategy for Deformable Objects’ Manipulation and Deformability Estimation,2015,"Proceedings of the 12th International Conference on Informatics in Control, Automation and Robotics",10.5220/0005562103690374,https://doi.org/10.5220/0005562103690374,crossref,tactile contact detection robot manipulation,0.400
A simple sequential outlier detection with several residuals,2015,2015 23rd European Signal Processing Conference (EUSIPCO),10.1109/eusipco.2015.7362805,https://doi.org/10.1109/eusipco.2015.7362805,crossref,haptic residuals contact detection manipulation,0.400
An error-sensitive Q-learning approach for robot navigation,2015,2015 34th Chinese Control Conference (CCC),10.1109/chicc.2015.7260552,https://doi.org/10.1109/chicc.2015.7260552,crossref,tactile prediction error robot control,0.400
Application in robot of the three-dimensional force tactile sensor research based on PVDF,2015,"Electric, Electronic and Control Engineering",10.1201/b18611-19,https://doi.org/10.1201/b18611-19,crossref,tactile prediction error robot control,0.400
C6.4 - Tactile and Non-contact Sensors for Coordinate Measuring Technology,2015,Proceedings SENSOR 2015,10.5162/sensor2015/c6.4,https://doi.org/10.5162/sensor2015/c6.4,crossref,proprioception tactile contact anomaly robot,0.400
Characterizing device dynamics for haptic manipulation and navigation,2015,2015 IEEE International Conference on Robotics and Automation (ICRA),10.1109/icra.2015.7139711,https://doi.org/10.1109/icra.2015.7139711,crossref,haptic residuals contact detection manipulation,0.400
Comparing the role of concavities and convexities in haptic and visual detection of regularities,2015,,10.7490/f1000research.1110419.1,https://doi.org/10.7490/f1000research.1110419.1,crossref,haptic residuals contact detection manipulation,0.400
Contact transition modelling on planar manipulation system with LuGre friction model,2015,2015 10th International Workshop on Robot Motion and Control (RoMoCo),10.1109/romoco.2015.7219751,https://doi.org/10.1109/romoco.2015.7219751,crossref,tactile contact detection robot manipulation,0.400
Decomposition of contact force using contact pressure for haptic augmented reality,2015,2015 12th International Conference on Ubiquitous Robots and Ambient Intelligence (URAI),10.1109/urai.2015.7358866,https://doi.org/10.1109/urai.2015.7358866,crossref,haptic residuals contact detection manipulation,0.400
Effect of contact lens replacement and manipulation on comfort,2015,http://isrctn.com/,10.1186/isrctn10419752,https://doi.org/10.1186/isrctn10419752,crossref,haptic residuals contact detection manipulation,0.400
Haptic and visual perception in in-hand manipulation system,2015,2015 IEEE International Conference on Robotics and Biomimetics (ROBIO),10.1109/robio.2015.7418784,https://doi.org/10.1109/robio.2015.7418784,crossref,haptic residuals contact detection manipulation,0.400
Identification of stable models via nonparametric prediction error methods,2015,2015 European Control Conference (ECC),10.1109/ecc.2015.7330840,https://doi.org/10.1109/ecc.2015.7330840,crossref,tactile prediction error robot control,0.400
Influence of visual information on bimanual haptic manipulation,2015,2015 IEEE International Conference on Rehabilitation Robotics (ICORR),10.1109/icorr.2015.7281328,https://doi.org/10.1109/icorr.2015.7281328,crossref,haptic residuals contact detection manipulation,0.400
Multi-robot manipulation controlled by a human with haptic feedback,2015,2015 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),10.1109/iros.2015.7353708,https://doi.org/10.1109/iros.2015.7353708,crossref,haptic residuals contact detection manipulation,0.400
Robot-Aided Assessment of Wrist Proprioception,2015,Frontiers in Human Neuroscience,10.3389/fnhum.2015.00198,https://doi.org/10.3389/fnhum.2015.00198,crossref,proprioception tactile contact anomaly robot,0.400
The contact/non-contact thimble haptic device,2015,2015 IEEE International Conference on Mechatronics (ICM),10.1109/icmech.2015.7083964,https://doi.org/10.1109/icmech.2015.7083964,crossref,haptic residuals contact detection manipulation,0.400
3D-odometry using tactile wheels and gyros: Localization simulation of a bike robot,2016,"2016 16th International Conference on Control, Automation and Systems (ICCAS)",10.1109/iccas.2016.7832487,https://doi.org/10.1109/iccas.2016.7832487,crossref,tactile prediction error robot control,0.400
Compressed Sensing for Tactile Skins,2016,arXiv,,,arxiv,unexpected contact robot tactile sensing,0.400
Cooperative aerial tele-manipulation with haptic feedback,2016,2016 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),10.1109/iros.2016.7759747,https://doi.org/10.1109/iros.2016.7759747,crossref,haptic residuals contact detection manipulation,0.400
Curvature manipulation techniques in redirection using haptic cues,2016,2016 IEEE Symposium on 3D User Interfaces (3DUI),10.1109/3dui.2016.7460038,https://doi.org/10.1109/3dui.2016.7460038,crossref,haptic residuals contact detection manipulation,0.400
Haptic micro manipulation using grasping/manipulating mode with different DOF,2016,IECON 2016 - 42nd Annual Conference of the IEEE Industrial Electronics Society,10.1109/iecon.2016.7793596,https://doi.org/10.1109/iecon.2016.7793596,crossref,haptic residuals contact detection manipulation,0.400
Human action prediction for human robot interaction,2016,2016 American Control Conference (ACC),10.1109/acc.2016.7526517,https://doi.org/10.1109/acc.2016.7526517,crossref,tactile prediction error robot control,0.400
Investigating Tactile Sensation in the Hand Using a Robot-Based Tactile Assessment Tool,2016,Lecture Notes in Computer Science,10.1007/978-3-319-42324-1_2,https://doi.org/10.1007/978-3-319-42324-1_2,crossref,tactile prediction error robot control,0.400
Pick-Up Motion Based on Vision and Tactile Information in Hand/Arm Robot,2016,2016 Third International Conference on Computing Measurement Control and Sensor Network (CMCSN),10.1109/cmcsn.2016.36,https://doi.org/10.1109/cmcsn.2016.36,crossref,tactile prediction error robot control,0.400
Robot Contact Task State Estimation via Action Grammars,2016,arXiv,,,arxiv,tactile contact detection robot manipulation,0.400
Tactile Manipulation With a TacThumb Integrated on the Open-Hand M2 Gripper,2016,IEEE Robotics and Automation Letters,10.1109/lra.2016.2514420,https://doi.org/10.1109/lra.2016.2514420,crossref,tactile contact detection robot manipulation,0.400
Tactile Quality Control With Biomimetic Active Touch,2016,IEEE Robotics and Automation Letters,10.1109/lra.2016.2524071,https://doi.org/10.1109/lra.2016.2524071,crossref,tactile prediction error robot control,0.400
A New Control Strategy for the Improvement of Contact Rendering with Encounter-type Haptic Displays,2017,"Proceedings of the 14th International Conference on Informatics in Control, Automation and Robotics",10.5220/0006474704710480,https://doi.org/10.5220/0006474704710480,crossref,haptic residuals contact detection manipulation,0.400
Compressed Sensing for Scalable Robotic Tactile Skins,2017,arXiv,,,arxiv,unexpected contact robot tactile sensing,0.400
Contact detection and physical interaction for low cost personal robots,2017,2017 26th IEEE International Symposium on Robot and Human Interactive Communication (RO-MAN),10.1109/roman.2017.8172348,https://doi.org/10.1109/roman.2017.8172348,crossref,contact event detection tactile robot,0.400
Free manipulation facilitates bimanual integration in a haptic pliers' size discrimination task,2017,2017 IEEE World Haptics Conference (WHC),10.1109/whc.2017.7989958,https://doi.org/10.1109/whc.2017.7989958,crossref,haptic residuals contact detection manipulation,0.400
Grasp stability assessment through the fusion of proprioception and tactile signals using convolutional neural networks,2017,2017 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),10.1109/iros.2017.8202170,https://doi.org/10.1109/iros.2017.8202170,crossref,proprioception tactile contact anomaly robot,0.400
High-level surveillance event detection,2017,Encyclopedia with Semantic Computing and Robotic Intelligence,10.1142/s242503841630007x,https://doi.org/10.1142/s242503841630007x,crossref,contact event detection tactile robot,0.400
Improvement of a finger-mounted haptic device using surface contact,2017,SIGGRAPH Asia 2017 Posters,10.1145/3145690.3145718,https://doi.org/10.1145/3145690.3145718,crossref,haptic residuals contact detection manipulation,0.400
Model-Free Precise in-Hand Manipulation with a 3D-Printed Tactile Gripper,2017,IEEE Robotics and Automation Letters,10.1109/lra.2017.2719761,https://doi.org/10.1109/lra.2017.2719761,crossref,tactile contact detection robot manipulation,0.400
On a Haptic Phenomenon by Combined Use of the Rubber Artificial Skin Layer with a Strain Gauge and the Tactile Contact Lens,2017,Lecture Notes in Electrical Engineering,10.1007/978-981-10-4157-0_53,https://doi.org/10.1007/978-981-10-4157-0_53,crossref,haptic residuals contact detection manipulation,0.400
"Review of ""An Indoor Navigation Service Robot System Based on Vibration Tactile Feedback""",2017,Publons reviews and discussion,10.14322/publons.r822437,https://doi.org/10.14322/publons.r822437,crossref,proprioception tactile contact anomaly robot,0.400
Robust Object Manipulation for Tactile-based Blind Grasping,2017,arXiv,,,arxiv,tactile contact detection robot manipulation,0.400
Tactile slip and hand displacement: Bending hand motion with tactile illusions,2017,2017 IEEE World Haptics Conference (WHC),10.1109/whc.2017.7989883,https://doi.org/10.1109/whc.2017.7989883,crossref,slip detection tactile manipulation robot,0.400
Virtual Two-Finger Haptic Manipulation Method,2017,Lecture Notes in Electrical Engineering,10.1007/978-981-10-4157-0_35,https://doi.org/10.1007/978-981-10-4157-0_35,crossref,haptic residuals contact detection manipulation,0.400
Haptic feedback is useful in remote manipulation of flexible endoscopes,2018,Endoscopy International Open,10.1055/a-0655-7497,https://doi.org/10.1055/a-0655-7497,crossref,haptic residuals contact detection manipulation,0.400
Robots’ Handling Objects with Slip Sensors and Triaxial Tactile Sensors,2018,The Proceedings of JSME annual Conference on Robotics and Mechatronics (Robomec),10.1299/jsmermd.2018.1p1-l18,https://doi.org/10.1299/jsmermd.2018.1p1-l18,crossref,slip detection tactile manipulation robot,0.400
Sensitive Manipulation: Manipulation Through Tactile Feedback,2018,International Journal of Humanoid Robotics,10.1142/s0219843618500123,https://doi.org/10.1142/s0219843618500123,crossref,tactile contact detection robot manipulation,0.400
Slip Detection With a Biomimetic Tactile Sensor,2018,IEEE Robotics and Automation Letters,10.1109/lra.2018.2852797,https://doi.org/10.1109/lra.2018.2852797,crossref,tactile contact detection robot manipulation,0.400
Tactile Sensing for Manipulation,2018,International Journal of Humanoid Robotics,10.1142/s0219843618020012,https://doi.org/10.1142/s0219843618020012,crossref,tactile contact detection robot manipulation,0.400
Tactile-Based Blind Grasping: A Discrete-Time Object Manipulation Controller for Robotic Hands,2018,IEEE Robotics and Automation Letters,10.1109/lra.2018.2794612,https://doi.org/10.1109/lra.2018.2794612,crossref,tactile contact detection robot manipulation,0.400
A 6-DOF haptic manipulation system to verify assembly procedures on CAD models,2019,Procedia Manufacturing,10.1016/j.promfg.2020.01.161,https://doi.org/10.1016/j.promfg.2020.01.161,crossref,haptic residuals contact detection manipulation,0.400
Color-Coded Fiber-Optic Tactile Sensor for an Elastomeric Robot Skin,2019,arXiv,,,arxiv,unexpected contact robot tactile sensing,0.400
Convolutional Autoencoder for Feature Extraction in Tactile Sensing,2019,IEEE Robotics and Automation Letters,10.1109/lra.2019.2927950,https://doi.org/10.1109/lra.2019.2927950,crossref,unexpected contact robot tactile sensing,0.400
